0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000139e-02 1.136370965764781082e-01
5.000000000000000278e-02 2.246912118692586391e-01
7.500000000000001110e-02 3.332210426156681504e-01
1.000000000000000056e-01 4.392841977192946668e-01
1.250000000000000000e-01 5.429369484435413451e-01
1.499999999999999944e-01 6.442343004629280667e-01
1.749999999999999889e-01 7.432297629629844860e-01
1.999999999999999833e-01 8.399746171272158834e-01
2.249999999999999778e-01 9.345210186339824032e-01
2.499999999999999722e-01 1.026918702292089147e+00
2.749999999999999667e-01 1.117215809306385310e+00
2.999999999999999889e-01 1.205460479185528788e+00
3.250000000000000111e-01 1.291700717365944495e+00
3.500000000000000333e-01 1.375981221162274171e+00
3.750000000000000555e-01 1.458346394560824821e+00
4.000000000000000777e-01 1.538840224954572067e+00
4.250000000000000999e-01 1.617505014219416282e+00
4.500000000000001221e-01 1.694381706530656562e+00
4.750000000000001443e-01 1.769511117933951549e+00
5.000000000000001110e-01 1.842932614528826729e+00
5.250000000000001332e-01 1.914685853455201148e+00
5.500000000000001554e-01 1.984807519502833628e+00
5.750000000000001776e-01 2.053335677397513770e+00
6.000000000000001998e-01 2.120305802938316830e+00
6.250000000000002220e-01 2.185753808596498260e+00
6.500000000000002442e-01 2.249714215796614347e+00
6.750000000000002665e-01 2.312221459684479896e+00
7.000000000000002887e-01 2.373307926410455515e+00
7.250000000000003109e-01 2.433005599285454679e+00
7.500000000000003331e-01 2.491346176558480341e+00
7.750000000000003553e-01 2.548361017736932688e+00
8.000000000000003775e-01 2.604080508734347266e+00
8.250000000000003997e-01 2.658533772201073120e+00
8.500000000000004219e-01 2.711750190257840032e+00
8.750000000000004441e-01 2.763757092185363362e+00
9.000000000000004663e-01 2.814582276338067679e+00
9.250000000000004885e-01 2.864252711687087505e+00
9.500000000000005107e-01 2.912794175455599266e+00
9.750000000000005329e-01 2.960232009268304765e+00
1.000000000000000444e+00 3.006591683069352428e+00
1.025000000000000355e+00 2.938260961034750096e+00
1.050000000000000266e+00 2.871483139475851321e+00
1.075000000000000178e+00 2.806222941125712023e+00
1.100000000000000089e+00 2.742445886482626882e+00
